CustomerID,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
CUST0481,Female,43,9,0.0,3,1,0,134789.2,1
CUST0482,Male,39,4,0.0,1,1,0,22001.34,1
CUST0483,Female,66,9,0.0,2,1,0,129174.21,1
CUST0484,Female,49,6,0.0,2,1,0,76365.76,1
CUST0485,Female,38,9,0.0,4,0,0,114048.22,1
CUST0486,Male,45,1,0.0,2,1,1,46523.21,0
CUST0487,Female,70,7,10953.7,3,1,0,66276.23,1
CUST0488,Female,60,2,0.0,2,0,1,98875.12,0
CUST0489,Female,35,7,167859.87,3,0,1,141252.37,0
CUST0490,Male,63,3,0.0,3,1,0,87788.37,1
CUST0491,Female,59,1,184232.56,3,0,0,54950.96,1
CUST0492,Male,54,9,0.0,1,1,0,133583.98,1
CUST0493,Male,55,10,100386.92,4,0,0,121918.36,1
CUST0494,Female,39,10,5360.75,2,1,0,27302.89,1
CUST0495,Male,21,1,153123.7,2,1,0,53830.76,1
CUST0496,Male,65,5,157517.95,1,1,0,113673.52,0
CUST0497,Female,36,3,0.0,4,1,1,77629.85,0
CUST0498,Male,42,5,148763.64,4,1,0,127655.19,1
CUST0499,Female,49,5,66021.77,1,1,1,142345.71,0
CUST0500,Male,38,9,0.0,3,0,1,87807.92,0
CUST0501,Male,40,1,69611.5,3,1,0,21722.63,1
CUST0502,Female,64,5,82807.63,2,1,0,83618.94,0
CUST0503,Female,57,5,144029.18,4,1,1,40977.16,0
CUST0504,Female,34,10,176450.83,2,0,1,95678.69,1
CUST0505,Male,59,7,12488.7,3,0,1,48542.01,0
CUST0506,Female,25,9,83739.25,1,0,0,110535.87,1
CUST0507,Female,18,2,0.0,2,0,1,22878.39,0
CUST0508,Female,65,1,0.0,1,0,1,147456.62,0
CUST0509,Female,30,5,0.0,3,1,0,143687.46,0
CUST0510,Female,34,9,0.0,3,0,0,48847.06,1
CUST0511,Female,33,9,0.0,4,1,0,80457.18,0
CUST0513,Male,58,3,3660.17,2,0,1,22016.08,0
CUST0514,Female,19,8,175592.74,3,0,1,145848.56,1
CUST0515,Male,66,2,0.0,2,0,1,149633.71,0
CUST0516,Male,46,3,44802.15,2,1,1,28932.78,0
CUST0517,Female,69,10,70639.04,3,1,0,128077.8,0
CUST0519,Male,54,7,135817.21,1,0,0,46941.5,1
CUST0520,Male,24,9,70045.57,1,1,0,53570.03,1
CUST0521,Male,38,10,0.0,1,1,1,40341.97,1
CUST0522,Male,30,6,77856.19,3,0,1,97970.27,0
CUST0523,Male,47,10,0.0,4,0,1,110500.3,1
CUST0524,Male,43,7,132242.64,1,1,1,110006.66,1
CUST0525,Male,55,3,0.0,2,0,1,44820.46,0
CUST0526,Male,30,4,164929.71,3,0,0,126814.23,0
CUST0527,Male,23,8,0.0,4,1,0,76205.01,1
CUST0528,Female,39,6,83632.95,3,0,0,101905.18,0
CUST0529,Male,65,6,86368.0,3,1,1,115709.75,0
CUST0530,Male,30,6,19771.16,3,0,1,111888.92,0
CUST0531,Female,44,4,0.0,3,0,1,107653.65,1
CUST0533,Female,38,3,81796.35,3,1,1,60585.53,0
CUST0535,Male,52,3,0.0,1,1,0,95523.55,0
CUST0536,Male,36,2,0.0,1,1,1,97590.74,0
CUST0537,Female,63,2,0.0,3,0,0,149432.04,0
CUST0538,Male,21,6,161078.4,2,0,1,26935.24,0
CUST0540,Female,42,9,14890.33,3,0,1,125333.62,0
CUST0541,Female,57,6,0.0,1,0,1,42064.7,1
CUST0543,Male,20,8,0.0,1,1,0,128392.95,1
CUST0544,Male,43,8,0.0,2,1,1,28648.59,1
CUST0545,Male,34,4,176313.63,2,1,0,47460.14,0
CUST0546,Male,64,8,0.0,3,1,1,124343.24,0
CUST0547,Female,37,5,0.0,3,0,0,80451.24,0
CUST0548,Male,47,4,0.0,3,1,0,107010.12,0
CUST0550,Female,67,6,188534.31,4,0,0,88884.56,0
CUST0551,Female,57,8,88508.36,3,1,0,62413.01,1
CUST0552,Female,47,8,0.0,4,0,1,107619.25,1
CUST0553,Male,54,10,0.0,2,1,1,132405.66,1
CUST0555,Male,55,10,101596.24,4,0,1,55573.25,0
CUST0556,Female,34,1,0.0,2,0,0,27407.23,1
CUST0557,Female,26,6,145276.21,2,0,1,121016.41,0
CUST0558,Male,32,7,0.0,4,0,1,68290.74,1
CUST0559,Female,35,9,99021.25,2,0,1,66982.49,0
CUST0560,Female,35,7,0.0,1,1,1,137428.74,0
CUST0561,Female,66,5,0.0,1,1,1,133048.79,0
CUST0563,Female,47,3,0.0,2,1,1,57141.98,0
CUST0564,Male,25,7,0.0,2,1,1,123705.19,1
CUST0565,Female,29,1,0.0,3,0,1,148507.81,1
CUST0566,Female,48,5,0.0,3,1,1,20084.94,0
CUST0567,Female,67,1,0.0,1,1,1,79582.07,1
CUST0568,Female,34,8,97739.97,3,0,0,57889.92,1
CUST0569,Female,43,7,2280.61,1,0,1,99982.97,0
CUST0570,Female,34,7,187099.25,1,1,1,81839.42,0
CUST0571,Male,47,5,0.0,4,0,1,107104.23,0
CUST0572,Male,61,5,10998.36,10,0,0,76963.22,0
CUST0573,Female,18,3,150993.08,1,1,0,80538.73,0
CUST0574,Female,25,8,184551.13,1,0,1,45979.37,1
CUST0576,Female,39,2,0.0,4,0,1,31381.33,0
CUST0577,Female,68,8,0.0,2,0,1,141316.66,1
CUST0578,Female,34,6,136021.49,4,1,1,143130.99,0
CUST0579,Male,21,6,0.0,4,1,0,21336.98,1
CUST0580,Female,58,4,124915.22,3,1,1,64196.34,0
CUST0581,Female,45,1,18708.95,4,0,0,148029.95,0
CUST0582,Male,67,4,0.0,1,0,1,112317.24,1
CUST0583,Female,31,9,0.0,2,1,1,27812.53,0
CUST0584,Male,37,8,0.0,4,0,0,118416.25,1
CUST0586,Female,37,7,59719.4,3,1,0,77207.55,0
CUST0588,Female,69,6,136748.48,2,1,1,115404.81,0
CUST0589,Female,41,9,78633.93,1,0,1,48328.13,1
CUST0590,Male,44,2,0.0,2,1,0,110959.69,1
CUST0591,Male,27,9,188589.18,3,0,0,121398.48,1
CUST0592,Male,70,7,0.0,1,1,0,49415.78,1
CUST0593,Male,19,1,0.0,2,0,1,48998.07,0
CUST0594,Female,30,0,0.0,1,1,1,147863.74,1
CUST0595,Female,48,10,0.0,2,0,0,26859.48,1
CUST0596,Male,39,8,0.0,1,0,0,109539.13,1
CUST0597,Female,32,1,0.0,1,1,1,40579.51,1
CUST0598,Female,43,1,167083.6,2,0,1,93539.46,0
CUST0599,Female,25,6,0.0,1,0,0,46552.08,1
CUST0600,Male,22,6,0.0,1,1,1,141824.16,1
CUST0601,Male,23,6,131177.87,2,1,0,140653.24,0
CUST0604,Female,24,2,22068.99,4,0,1,107856.98,0
CUST0605,Male,65,4,111709.27,4,1,1,40316.88,0
CUST0606,Female,49,2,111851.06,4,1,0,115093.23,0
CUST0607,Female,62,2,177350.17,4,0,0,102603.87,0
CUST0608,Female,52,10,63650.34,1,0,0,71769.61,1
CUST0609,Female,62,7,166753.01,4,1,0,76069.22,1
CUST0610,Female,40,6,50982.68,3,1,1,86832.41,0
CUST0611,Female,37,6,0.0,3,0,1,20829.28,0
CUST0612,Female,21,4,0.0,1,1,1,126655.49,0
CUST0613,Female,18,4,0.0,3,0,0,121424.6,0
CUST0615,Female,64,5,62136.07,3,1,0,40829.33,1
CUST0616,Female,65,9,159645.0,1,1,1,64270.83,0
CUST0617,Male,42,3,120887.44,2,0,0,23082.01,0
CUST0618,Male,62,7,27956.45,2,1,1,140440.29,0
CUST0619,Male,28,1,0.0,1,0,1,143078.28,0
CUST0620,Female,60,10,0.0,4,0,1,90745.83,1
CUST0621,Male,44,8,0.0,3,1,0,26574.5,1
CUST0623,Male,53,6,68153.4,1,1,0,47446.37,1
CUST0624,Male,62,4,0.0,1,0,0,71294.4,1
CUST0625,Female,36,10,0.0,3,0,1,91163.93,0
CUST0626,Female,53,2,82282.66,2,0,1,24507.45,0
CUST0627,Female,40,2,39493.63,2,0,1,135191.19,0
CUST0628,Male,53,9,0.0,2,1,1,107409.9,0
CUST0629,Male,26,4,0.0,4,0,1,89569.8,1
CUST0630,Female,21,2,0.0,2,0,0,35246.42,1
CUST0631,Male,48,3,0.0,3,0,0,80798.56,0
CUST0633,Female,70,8,0.0,1,1,0,22106.05,1
CUST0634,Female,48,1,178092.76,4,0,0,47341.41,0
CUST0635,Male,19,10,173246.91,3,1,0,147289.7,0
CUST0636,Male,62,3,65541.55,3,0,1,98409.52,0
CUST0637,Female,47,4,0.0,4,0,1,110006.06,0
CUST0638,Male,30,8,149668.58,3,0,1,37026.59,0
CUST0639,Male,37,2,0.0,4,1,1,82208.69,0
CUST0640,Female,57,9,0.0,2,1,0,53616.91,1
CUST0641,Male,19,1,134896.58,4,1,0,102343.53,0
CUST0642,Female,19,5,0.0,3,1,0,29021.23,1
CUST0643,Male,35,8,68850.76,2,1,1,38626.59,0
CUST0644,Male,53,6,105568.59,1,1,1,122984.86,0
CUST0645,Female,53,4,0.0,3,1,0,55354.09,1
CUST0646,Female,21,5,127108.61,3,0,1,114741.15,0
CUST0647,Female,62,7,0.0,2,1,0,32274.46,0
CUST0648,Female,64,2,0.0,4,0,1,57472.71,0
CUST0649,Female,60,1,0.0,1,1,0,39268.27,1
CUST0650,Male,49,8,178986.47,3,0,0,91904.56,0
CUST0651,Male,48,6,0.0,4,0,0,70686.97,1
CUST0652,Female,61,7,0.0,3,1,1,72614.26,1
CUST0653,Female,33,3,0.0,1,0,1,81939.97,1
CUST0654,Male,19,4,0.0,4,0,0,102211.51,1
CUST0655,Male,44,4,0.0,3,1,0,84994.67,0
CUST0656,Female,62,9,57623.74,3,0,0,130494.71,1
CUST0657,Female,69,8,192732.51,3,1,0,96123.28,1
CUST0658,Male,37,8,0.0,3,1,0,90764.84,1
CUST0659,Male,43,10,164193.43,2,0,0,109610.35,1
CUST0660,Male,55,1,0.0,3,1,1,95806.93,0
CUST0661,Male,24,7,0.0,4,1,1,92340.4,1
CUST0662,Female,70,5,5165.89,4,0,0,119648.55,0
CUST0663,Male,69,6,125995.79,1,0,1,59941.07,1
CUST0664,Male,58,7,158212.95,4,0,0,64931.25,0
CUST0665,Male,46,3,16267.84,2,0,1,84909.38,1
CUST0666,Female,63,4,0.0,2,1,0,73927.34,1
CUST0667,Male,64,5,88964.65,2,1,1,125784.03,0
CUST0669,Female,55,4,60174.94,1,1,1,24951.22,0
CUST0670,Female,43,4,110920.86,2,0,0,95007.61,1
CUST0671,Female,36,4,0.0,3,0,1,138042.41,0
CUST0672,Female,46,3,0.0,3,1,0,30480.0,0
CUST0673,Female,43,7,100995.68,2,1,0,122883.27,0
CUST0674,Male,53,2,0.0,3,0,0,62002.96,0
CUST0675,Male,43,6,144691.15,4,1,0,87116.83,1
CUST0676,Male,54,9,179117.99,1,1,1,100331.1,1
CUST0677,Male,38,7,0.0,2,0,0,99349.07,1
CUST0679,Male,61,10,0.0,2,1,0,85461.11,1
CUST0680,Male,19,6,0.0,1,0,0,52161.97,1
CUST0681,Male,56,3,0.0,2,0,1,27746.32,0
CUST0682,Male,59,5,105156.87,3,0,1,30413.74,0
CUST0683,Male,64,3,37707.35,1,0,0,26649.53,1
CUST0685,Male,20,8,0.0,3,1,0,92523.58,0
CUST0687,Female,60,8,0.0,2,1,0,36502.77,1
CUST0688,Female,65,9,0.0,3,1,0,114742.21,1
CUST0689,Female,30,2,0.0,1,1,0,63049.04,1
CUST0690,Male,26,8,130941.61,1,1,1,148510.2,1
CUST0691,Male,43,8,110422.97,4,0,1,83753.11,1
CUST0692,Female,37,6,123888.29,2,1,0,34607.38,1
CUST0693,Female,29,2,0.0,3,0,0,62239.96,0
CUST0694,Female,31,6,146318.42,1,0,0,116158.78,1
CUST0695,Male,36,2,162283.18,4,1,0,68375.63,0
CUST0696,Male,69,1,0.0,2,0,0,79753.8,0
CUST0697,Female,40,6,12776.24,4,0,1,149230.62,1
CUST0698,Male,39,5,0.0,1,0,0,66069.03,1
CUST0699,Female,40,7,0.0,3,1,0,51694.25,1
CUST0700,Male,56,7,63687.09,2,1,0,127574.84,1
CUST0701,Male,24,2,0.0,2,0,0,116815.77,1
CUST0702,Male,38,10,0.0,1,0,0,61249.71,1
CUST0703,Female,45,1,139109.47,1,1,1,74016.83,0
CUST0704,Male,55,6,5765.31,2,1,0,42673.2,1
CUST0705,Male,41,3,0.0,4,0,1,87779.01,0
CUST0706,Male,53,9,5490.34,2,0,1,135785.6,0
CUST0707,Male,36,7,86505.0,2,0,0,94375.99,1
CUST0708,Female,51,8,50124.55,1,0,0,96438.91,1
CUST0709,Female,49,9,0.0,3,1,1,87350.07,1
CUST0710,Female,41,4,0.0,3,1,0,132252.39,1
CUST0711,Male,43,4,0.0,3,0,1,111911.99,0
CUST0712,Female,32,2,0.0,1,1,1,115669.33,1
CUST0713,Female,58,8,0.0,2,1,0,37891.87,1
CUST0714,Female,54,10,171963.24,1,1,0,51078.63,1
CUST0715,Female,69,7,63207.01,4,0,0,146952.93,0
CUST0716,Female,40,10,0.0,3,0,0,145533.07,1
CUST0717,Female,34,2,193076.72,3,1,1,114394.46,0
CUST0718,Male,52,2,42109.62,4,0,0,71776.47,1
CUST0719,Male,64,8,0.0,1,1,0,119475.2,1
CUST0720,Female,36,6,128672.14,3,0,0,137422.25,1
CUST0721,Female,68,8,17398.79,4,0,1,90970.06,0
CUST0722,Female,24,10,0.0,2,1,1,142853.13,0
CUST0723,Male,42,7,100615.28,3,1,0,35593.88,1
CUST0724,Male,20,6,0.0,2,1,0,108744.84,1
CUST0725,Male,25,3,189204.19,2,0,0,37119.3,0
CUST0726,Male,25,8,0.0,3,0,1,59928.93,0
CUST0727,Female,18,6,0.0,1,0,0,107963.8,1
CUST0728,Male,53,5,0.0,1,0,1,127732.17,0
CUST0729,Male,69,3,0.0,4,0,0,67187.77,0
CUST0730,Female,41,4,23405.5,2,1,1,26135.57,0
CUST0732,Female,41,8,79231.24,4,1,1,90753.45,0
CUST0733,Male,32,9,35147.68,2,0,0,24324.84,1
CUST0734,Female,42,6,0.0,2,1,0,78664.66,0
CUST0735,Female,47,4,0.0,2,0,0,126632.93,0
CUST0736,Male,66,1,0.0,2,1,0,105903.81,0
CUST0737,Female,34,7,0.0,4,1,1,68933.95,0
CUST0738,Female,26,5,172553.15,1,0,1,86687.32,0
CUST0739,Female,51,7,0.0,2,0,1,113962.0,1
CUST0740,Female,18,8,0.0,2,0,0,116723.72,1
CUST0741,Female,59,9,150126.42,2,1,1,50242.76,0
CUST0742,Male,41,8,125308.13,10,1,0,116081.88,0
CUST0743,Male,59,1,0.0,2,0,1,121146.02,0
CUST0744,Female,20,7,97163.18,3,1,1,52318.63,0
CUST0745,Female,63,1,0.0,1,0,1,64925.35,1
CUST0746,Female,29,10,0.0,2,1,1,127578.08,1
CUST0747,Female,18,6,48991.88,4,0,0,44326.16,1
CUST0748,Female,52,6,195521.76,1,0,0,89815.37,0
CUST0749,Male,47,2,0.0,2,1,0,41357.29,0
CUST0750,Female,39,3,0.0,1,1,1,138225.84,1
CUST0751,Male,69,5,0.0,1,0,0,52104.95,0
CUST0752,Female,61,6,3632.53,4,0,1,141523.42,0
CUST0753,Female,40,7,0.0,4,0,1,69017.01,1
CUST0754,Female,31,7,118852.06,2,1,0,78136.13,0
CUST0755,Male,39,9,129461.34,3,0,1,31368.05,0
CUST0756,Female,62,1,8922.48,1,0,0,143972.24,1
CUST0757,Male,32,4,36639.89,3,0,0,38355.88,0
CUST0758,Female,50,7,124428.03,2,0,1,119836.1,0
CUST0759,Female,46,2,0.0,3,0,0,127372.32,0
CUST0760,Male,60,7,0.0,2,1,1,140420.08,0
CUST0761,Male,43,2,0.0,2,1,0,75379.68,0
CUST0764,Female,30,9,137090.15,4,0,1,61093.17,1
CUST0765,Male,54,5,0.0,4,1,1,58737.04,1
CUST0766,Male,54,9,0.0,4,1,1,59998.28,0
CUST0768,Male,41,10,107377.28,2,1,1,139143.59,0
CUST0769,Female,26,1,23866.36,2,0,1,95806.62,0
CUST0770,Female,61,9,0.0,3,1,0,133441.37,1
CUST0771,Female,43,9,138591.8,4,0,1,127820.07,1
CUST0772,Male,50,10,111158.15,1,1,0,60584.94,1
CUST0773,Male,66,7,166754.54,4,1,0,98179.93,1
CUST0774,Male,53,8,169162.89,1,0,0,72243.92,1
CUST0775,Male,25,7,72039.5,4,1,0,117418.03,1
CUST0776,Female,43,7,0.0,1,1,0,33796.33,1
CUST0777,Male,43,2,85993.9,1,1,1,88256.41,0
CUST0778,Female,41,2,0.0,4,1,1,26991.66,1
CUST0779,Male,40,7,78151.34,4,1,1,131405.37,0
CUST0780,Male,29,8,154179.58,2,1,0,64413.34,0
CUST0781,Male,23,4,24756.82,4,0,1,97650.61,0
CUST0782,Female,24,3,0.0,1,0,0,120983.8,0
CUST0783,Male,28,3,0.0,1,0,0,102592.04,1
CUST0784,Male,34,10,0.0,1,0,1,131531.54,0
CUST0785,Female,52,7,190670.9,2,1,1,88586.44,0
CUST0786,Female,58,10,0.0,3,1,0,89221.22,1
CUST0787,Female,21,10,34084.81,1,1,0,146076.45,1
CUST0788,Female,19,1,144505.34,4,0,0,83337.56,1
CUST0789,Female,29,9,82170.03,3,1,0,114641.59,0
CUST0790,Female,65,8,155109.48,4,0,1,131280.14,0
CUST0791,Male,39,5,28232.19,3,1,1,70418.46,0
CUST0792,Female,43,6,0.0,4,1,1,130787.61,1
CUST0793,Male,23,1,125080.32,4,0,1,107458.28,0
CUST0794,Female,23,5,0.0,4,0,0,121790.03,0
CUST0795,Male,69,10,39796.7,1,1,1,28053.05,1
CUST0796,Male,28,7,8255.75,4,1,0,35336.42,1
CUST0797,Male,57,1,168954.7,3,0,0,25189.93,0
CUST0798,Female,67,6,131103.56,4,1,0,135025.03,1
CUST0799,Female,40,4,198659.77,2,1,1,87161.59,0
CUST0800,Female,42,4,169788.12,1,1,0,46190.31,1
CUST0801,Female,33,1,20032.5,1,0,1,42348.63,0
CUST0803,Female,29,2,4189.6,2,0,0,98417.7,1
CUST0804,Female,54,7,186580.78,4,1,0,95623.8,0
CUST0805,Female,49,5,0.0,2,1,0,55301.56,1
CUST0806,Male,32,10,0.0,4,1,1,58740.89,0
CUST0807,Female,53,5,75226.97,3,1,1,142747.15,0
CUST0808,Female,38,1,196946.24,1,0,0,46459.53,0
CUST0809,Female,21,8,0.0,2,0,1,77957.32,0
CUST0810,Female,65,1,18254.61,1,1,1,70436.46,0
CUST0811,Female,22,2,0.0,3,1,0,107960.24,1
CUST0812,Female,59,6,0.0,3,1,0,119491.12,0
CUST0813,Female,27,9,0.0,1,0,0,51493.43,1
CUST0815,Male,26,5,0.0,2,0,0,62408.67,0
CUST0816,Female,21,9,27535.55,3,1,1,140160.24,1
CUST0817,Male,51,10,74501.47,2,0,1,144012.88,0
CUST0818,Female,63,10,135133.54,1,1,1,123435.83,1
CUST0819,Male,26,4,101422.82,1,1,1,105974.55,1
CUST0820,Female,48,8,0.0,2,0,1,80694.15,1
CUST0822,Female,67,9,199365.03,1,1,0,23954.06,1
CUST0823,Female,61,10,0.0,4,0,0,146339.89,1
CUST0824,Male,32,1,0.0,3,1,0,45047.93,1
CUST0825,Female,53,4,0.0,4,0,0,41604.05,1
CUST0826,Male,51,2,69262.32,4,1,0,43291.31,0
CUST0828,Female,56,5,0.0,1,0,0,22528.25,1
CUST0829,Male,69,8,0.0,3,1,1,21366.72,0
CUST0830,Female,50,1,197350.83,2,0,1,138152.5,0
CUST0831,Male,44,5,189128.96,4,1,0,26565.96,0
CUST0832,Female,42,5,29420.05,3,1,0,56271.08,1
CUST0833,Male,18,3,0.0,1,1,0,114900.22,1
CUST0834,Male,62,7,15792.59,1,1,0,81389.44,1
CUST0835,Female,23,3,0.0,3,0,0,101278.1,0
CUST0836,Male,24,6,33128.09,3,1,0,21845.56,1
CUST0837,Male,53,3,0.0,2,0,1,89968.61,0
CUST0838,Female,53,8,34663.22,1,0,1,84783.29,0
CUST0839,Female,26,4,109213.63,1,1,1,148737.07,0
CUST0840,Female,34,8,0.0,1,0,0,23762.76,1
CUST0842,Male,38,1,150369.09,3,0,0,44103.15,1
CUST0843,Female,39,2,169114.72,3,1,1,105065.04,0
CUST0844,Female,35,8,117038.05,2,0,1,32018.44,0
CUST0845,Female,26,9,0.0,3,0,1,52192.11,1
CUST0846,Female,21,7,0.0,4,1,1,88392.22,0
CUST0847,Male,40,4,0.0,4,0,1,38065.97,0
CUST0848,Male,48,10,64825.98,2,1,1,146737.56,0
CUST0849,Male,27,10,0.0,2,0,0,130493.04,1
CUST0850,Female,56,7,2545.56,2,0,1,56174.8,1
CUST0851,Male,32,6,168918.76,4,0,0,37391.16,0
CUST0852,Male,20,1,124426.73,2,1,1,57664.64,0
CUST0853,Female,23,3,82817.72,1,0,0,67668.25,1
CUST0854,Male,21,8,0.0,4,0,0,28844.85,1
CUST0855,Male,48,8,101679.23,1,1,1,129832.33,1
CUST0856,Female,34,4,0.0,1,0,1,21277.58,0
CUST0857,Male,69,10,0.0,3,0,0,126092.01,0
CUST0858,Female,22,4,0.0,1,0,0,93967.82,1
CUST0860,Male,43,7,35657.18,2,1,1,77801.6,1
CUST0861,Female,62,7,59992.53,1,0,1,104821.87,1
CUST0862,Male,33,9,0.0,1,0,0,41261.99,1
CUST0863,Female,63,6,61058.21,2,1,0,77024.37,1
CUST0864,Female,25,5,0.0,2,1,0,52734.88,0
CUST0867,Male,58,5,0.0,3,0,1,101387.11,1
CUST0868,Male,62,10,52238.36,3,0,0,70057.55,0
CUST0869,Female,51,5,167159.78,4,0,0,115669.65,1
CUST0871,Male,28,1,0.0,2,1,1,28485.98,0
CUST0872,Male,35,1,0.0,3,1,0,119823.93,0
CUST0873,Male,37,3,43320.19,2,1,1,97050.49,0
CUST0874,Female,26,2,93260.79,1,0,1,55772.11,0
CUST0875,Male,38,1,68307.96,1,0,1,106035.39,0
CUST0876,Female,38,10,143349.14,2,1,0,36282.66,0
CUST0877,Male,18,5,0.0,3,0,1,147798.41,0
CUST0878,Male,19,6,147628.46,2,1,0,37839.53,0
CUST0879,Female,25,8,0.0,4,1,0,53053.69,1
CUST0880,Female,38,8,10704.5,2,0,1,64511.37,0
CUST0881,Female,32,10,150870.65,4,1,1,44627.65,0
CUST0882,Female,24,7,0.0,4,1,1,34233.83,1
CUST0883,Male,70,1,0.0,3,0,1,145652.66,0
CUST0884,Female,66,8,0.0,2,0,1,65822.54,1
CUST0885,Female,63,2,0.0,3,0,0,101685.13,1
CUST0886,Male,20,6,116172.54,1,1,1,111426.04,0
CUST0887,Male,29,6,0.0,4,1,1,103258.15,1
CUST0888,Female,18,5,7651.29,1,0,0,112588.63,1
CUST0889,Female,39,10,97231.34,3,1,0,146891.18,1
CUST0890,Female,57,1,0.0,4,0,0,65601.09,0
CUST0891,Female,43,3,0.0,3,0,1,20302.04,0
CUST0892,Female,58,10,0.0,3,0,0,53665.01,0
CUST0893,Female,50,5,189512.7,1,0,0,49001.22,1
CUST0894,Female,70,4,0.0,1,1,1,29234.86,0
CUST0895,Male,53,9,115341.86,0,0,0,33938.91,1
CUST0896,Female,41,4,168163.75,4,1,1,50790.43,0
CUST0897,Female,33,9,73813.96,1,1,1,27110.11,1
CUST0898,Male,46,6,0.0,4,1,0,38276.95,1
CUST0899,Male,66,5,37501.31,2,1,0,109134.73,1
CUST0900,Female,64,3,0.0,1,0,0,138325.5,1
CUST0901,Female,29,7,44331.99,3,0,0,32784.84,1
CUST0902,Female,60,1,190614.04,1,0,0,81629.91,0
CUST0903,Female,46,2,0.0,2,1,1,23655.8,0
CUST0904,Male,35,2,30073.22,3,1,0,104796.54,1
CUST0905,Female,59,6,4365.65,2,0,1,126558.01,0
CUST0906,Female,55,4,0.0,4,1,0,30915.13,0
CUST0907,Male,22,6,0.0,1,1,1,115465.5,1
CUST0908,Male,67,3,0.0,2,0,1,71926.2,0
CUST0909,Female,21,9,0.0,4,0,0,27065.25,1
CUST0910,Female,58,2,0.0,2,0,0,28213.8,0
CUST0911,Male,60,9,150816.65,3,0,1,95690.87,0
CUST0912,Female,20,10,127351.02,1,1,0,70738.42,0
CUST0913,Male,29,1,0.0,3,1,1,40074.05,0
CUST0915,Female,51,9,0.0,4,1,0,106364.12,1
CUST0916,Male,25,3,2715.18,4,1,0,79201.34,1
CUST0917,Male,59,7,0.0,3,0,0,54994.67,0
CUST0918,Male,24,10,36398.93,1,1,1,29010.01,1
CUST0919,Female,22,6,148047.16,1,0,0,26877.97,1
CUST0920,Female,70,10,0.0,1,1,1,83165.13,1
CUST0921,Male,66,6,160362.8,2,1,1,96210.61,0
CUST0922,Female,27,1,0.0,2,1,1,63602.89,0
CUST0923,Male,56,3,0.0,3,1,0,39426.71,0
CUST0924,Male,38,9,0.0,3,0,0,80879.08,0
CUST0925,Female,51,3,0.0,2,0,0,23669.74,0
CUST0926,Female,65,1,143264.79,3,0,1,145087.68,0
CUST0927,Female,47,4,0.0,4,0,0,136020.98,1
CUST0928,Male,19,5,50409.21,4,0,1,115239.65,0
CUST0929,Male,63,3,0.0,4,0,1,140258.39,0
CUST0930,Male,66,3,0.0,2,1,0,127307.19,1
CUST0931,Female,20,10,0.0,4,0,0,100931.11,1
CUST0932,Female,26,6,0.0,1,0,0,143129.88,1
CUST0933,Male,61,4,0.0,3,0,1,64391.02,0
CUST0934,Female,56,2,40981.36,3,1,0,57589.54,0
CUST0935,Female,52,1,0.0,1,0,1,71955.54,0
CUST0936,Female,48,7,52297.92,1,0,0,26436.64,1
CUST0937,Female,22,4,0.0,4,0,0,29387.71,0
CUST0938,Male,19,9,153264.62,1,0,0,104273.4,1
CUST0939,Female,30,3,0.0,1,0,0,87387.51,1
CUST0940,Male,39,7,0.0,2,0,1,147263.16,0
CUST0941,Male,41,8,150941.65,4,1,1,91012.19,1
CUST0942,Male,29,10,171374.57,4,1,1,54150.41,0
CUST0943,Female,26,8,144279.36,2,0,1,66288.75,0
CUST0944,Female,53,1,128201.16,4,0,1,133578.14,0
CUST0945,Male,24,4,119121.48,3,1,0,40911.84,0
CUST0946,Female,40,5,0.0,0,0,0,141701.2,1
CUST0947,Male,34,10,107602.11,10,0,0,84087.75,1
CUST0948,Female,40,1,166556.37,1,0,1,83950.64,0
CUST0949,Male,44,6,0.0,2,1,0,33886.73,1
CUST0950,Female,38,10,34937.07,3,0,1,109645.8,0
CUST0951,Female,33,8,0.0,1,0,1,62738.82,1
CUST0952,Female,49,9,0.0,4,0,1,29960.91,0
CUST0953,Female,55,3,0.0,1,0,0,142889.92,0
CUST0954,Female,64,10,163841.8,2,0,1,126719.5,0
CUST0956,Male,44,9,64985.07,2,1,1,138910.29,0
CUST0957,Female,52,8,53744.41,2,0,1,34773.99,1
CUST0958,Male,28,1,157557.88,2,0,0,39664.36,1
CUST0959,Female,54,5,151505.71,3,1,1,22343.77,0
CUST0960,Male,21,6,0.0,3,1,0,80628.7,1
CUST0961,Male,25,5,151551.29,2,1,1,72471.37,0
CUST0962,Female,28,3,11014.26,4,1,0,24221.2,0
CUST0964,Female,22,4,13273.24,1,0,0,93647.36,1
CUST0965,Male,35,1,0.0,4,0,0,40740.19,0
CUST0966,Male,31,3,176599.43,1,1,1,113997.43,0
CUST0967,Male,49,7,22918.31,4,1,0,22040.47,1
CUST0968,Male,41,6,52109.18,1,1,1,45871.47,0
CUST0969,Female,32,6,0.0,2,1,1,47209.79,1
CUST0971,Male,35,2,158000.08,2,1,0,110026.82,1
CUST0972,Male,53,5,21862.31,2,1,0,93546.46,1
CUST0973,Male,54,2,72959.86,4,0,1,69306.84,0
CUST0974,Male,70,2,191224.73,2,1,1,85413.29,0
